ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
14499,Kamran Khan,GEO NEWS,Jang,AJK,Lahore,Media,PPP vs PMLN war of words heats up,108.2245799,10 lakh,419.0,,0.0,20.94756031,,2353138.75,No,1.0,2021-03-19,urdu,Pro-Govt,
14500,shahzeb khanzada,ARY News,Express Tribune,Islamabad,Hyderabad,Health,Election rigging scandal unfolds in Lahore,,5 million,143.0,-1.031151116,2.0,,134429.0,,,1.0,2020-02-08,English,,
14501,Talat Hussain,AbbTakk News,The News,Balochistan,Karachi,Education,"Media freedom at risk, says HRCP report",,,,,,11.44161372,,50 lakh,0,0.0,2021-08-07,Urdu,Opposition,39181.0
14502,Dr. Shahid Masood,GEO NEWS,Dawn,Islamabad,Karachi,Media,Punjab bans junk food in schools,106.8001164,,499.0,-0.955461676,4.0,29.60837351,,,No,1.0,2022-10-16,Urdu,Pro-Govt,
14503,Saleem Safi,Geo,Nawa-i-Waqt,Punjab,Rawalpindi,Sports,Pakistan football team defeats India,,10 lakh,424.0,-1.598748492,1.0,11.50913222,,1 crore,Yes,,2025-09-20,ENG,Opposition,
14504,K. Khan,ary,Nawa-i-Waqt,Punjab,Karachi,Terrorism,Flood relief funds under scrutiny,,2 crore,,1.134836647,4.0,1545221.0,190520.0,1 crore,1,1.0,2020-08-24,Urdu,Neutral,
14505,Umar Cheema,Samaa,Express Tribune,Balochistan,Rawalpindi,Sports,PEMRA issues warning to multiple channels,93.15074857,5681011,403.0,-0.2213658098,4.0,,,3985366.065,Yes,1.0,2024-07-17,English,Neutral,45923.0
14506,Ansar Abbasi,Samaa,Dawn,KPK,Peshawar,Terrorism,Private schools increase fees,,2 crore,,1.864059184,,34.19665038,,1 crore,No,0.0,2018-07-05,Urdu,Opposition,
14507,RAUF KLASSRA,HUM News,Jang,Sindh,Hyderabad,Sports,Health workers go on strike in Punjab,22.79087883,5 million,,,,0.1557926674,,50 lakh,Yes,1.0,2024-02-03,Urdu,Neutral,
14508,Najam Sethi,AbbTakk News,Dawn,Sindh,Karachi,Media,Flood relief funds under scrutiny,58.61887314,8156117,179.0,,,173612.0,120099.0,1204766.274,0,1.0,2018-08-23,Urdu,,
14509,Mohsin Raza Khan,DAWN,Daily Pakistan,Sindh,Peshawar,Economy,Army chief meets PM over political crisis,,10 lakh,,0.1342380607,5.0,1983413.0,,1 crore,,1.0,2025-11-05,ENG,,
14510,Kamran Khan,geo,Jang,Sindh,Islamabad,Crime,Attack on Army convoy in Waziristan,,5 million,58.0,0.3543495912,,49.71933646,,2836508.859,0,1.0,2018-06-16,English,,
14511,Shahzeb Khanzada,AbbTakk News,The News,Sindh,Islamabad,Crime,Pakistan football team defeats India,105.4410204,10 lakh,,1.121873,,38.9627918,,1639449.18,No,,2021-09-28,English,Neutral,
14512,Najam Sethi,DAWN,Nawa-i-Waqt,Punjab,Multan,Media,Digital media gaining popularity,102.3284853,,,-0.1219480184,,,,1 crore,0,,2022-01-25,,,32579.0
14513,Dr. Shahid Masood,AbbTakk News,Nawa-i-Waqt,Islamabad,Lahore,Sports,Government announces new health policy,30.71195781,5 million,281.0,-1.90081573,2.0,1421251.0,,1 crore,,1.0,2023-03-10,Urdu,Pro-Govt,
14514,Umar Cheema,Express,Express Tribune,KPK,Rawalpindi,Education,Curriculum reforms announced,,2 crore,,,,,,50 lakh,Yes,1.0,2025-10-22,urdu,Opposition,
14515,Ansar Abbasi,SAMAA TV,Express Tribune,KPK,Rawalpindi,Terrorism,Vaccination drive faces shortage,,5 million,,-1.878324969,-1.0,33.78371923,75080.0,,1,,2021-07-01,Urdu,Opposition,
14516,Mohsin Raza,Geo,Daily Pakistan,Sindh,Rawalpindi,Education,Karachi drainage system collapses,,,,,,,,-7194.508742,1,,2025-07-03,,Neutral,29420.0
14517,Ansar Abbasi,Samaa,The News,KPK,Peshawar,Judiciary,HEC budget slashed again,,10 lakh,132.0,-1.883911814,,12.40982214,80925.0,833568.1338,Yes,0.0,2020-10-13,English,Pro-Govt,38157.0
14518,Kamran Shahid,ARYNEWS,Nawa-i-Waqt,Punjab,Karachi,Health,Private schools increase fees,91.74067301,,440.0,-0.184644367,,,180001.0,1 crore,No,1.0,2022-08-01,ENG,,
14519,Shahzeb Khanzada,ARY News,Express Tribune,Islamabad,Lahore,Judiciary,Floods devastate Sindh villages,,10 lakh,,,0.0,886847.0,,50 lakh,No,0.0,2024-10-16,urdu,Opposition,
14520,Kamran Khan,ARYNEWS,Daily Pakistan,KPK,Peshawar,Politics,Curriculum reforms announced,,5 million,500.0,-1.008440087,4.0,4.974769543,,4392528.084,No,,2020-01-05,urdu,Neutral,7148.0
14521,Dr. Shahid Masood,GEO NEWS,Dawn,AJK,Multan,Judiciary,Matric exams leaked in Karachi,7.066628917,2 crore,,0.09983632784,5.0,,192227.0,1 crore,,,2023-09-10,English,,
14522,Saleem Safi,ARY,The News,Islamabad,Multan,Education,Pakistan faces defeat in hockey series,,11413797,,,5.0,1497751.0,39556.0,1 crore,No,0.0,2020-06-10,English,Opposition,
14523,Ansar Abbasi,Geo,Jang,Islamabad,Peshawar,Media,Dengue cases rising in Lahore hospitals,113.4191731,2 crore,99.0,,0.0,49.70483586,80057.0,,Yes,,2023-01-26,urdu,Pro-Govt,22853.0
14524,Ansar Abbasi,hum news,Dawn,Balochistan,Peshawar,Education,Teachers boycott classes in KP,,5 million,298.0,,-1.0,33.64678863,,1 crore,1,,2023-03-16,English,Pro-Govt,
14525,Ansar Abbasi,hum news,The News,Punjab,Multan,Health,Five soldiers martyred in ambush,,5 million,,1.173923973,,,73008.0,720881.6422,Yes,,2025-06-09,English,Pro-Govt,5303.0
14526,Kamran Shahid,SAMAA TV,Dawn,Punjab,Lahore,Terrorism,International squash event begins in Islamabad,5.4135172,5 million,,1.178957596,,40.40695139,,50 lakh,,1.0,2019-06-18,Urdu,Opposition,12046.0
14527,shahzeb khanzada,SAMAA TV,The News,AJK,Multan,Judiciary,"Judiciary under pressure, say analysts",41.08854558,,335.0,,-1.0,566975.0,,,,,2022-09-17,,Neutral,
14528,Nusrat Javed,Geo,Nawa-i-Waqt,Islamabad,Rawalpindi,Crime,International squash event begins in Islamabad,,5 million,,-1.498214555,2.0,,69269.0,,Yes,,2019-09-02,Urdu,Neutral,38303.0
14529,Nusrat Javed,Geo,Express Tribune,Balochistan,Islamabad,Judiciary,IMF deal finalised today,106.4322049,5 million,80.0,,1.0,,,1 crore,1,0.0,2018-12-18,ENG,Opposition,
14530,Saleem Safi,ARY,The News,Islamabad,Hyderabad,Education,Khan addresses rally in Multan,,,,-1.089071422,4.0,,131772.0,2502166.591,,,2019-03-21,,Pro-Govt,21959.0
14531,K. Khan,geo,The News,Balochistan,Islamabad,Media,IMF deal finalised today,82.84283037,5 million,200.0,-1.072594279,4.0,,,,Yes,0.0,2019-08-05,urdu,,
14532,Kamran Khan,DAWN,The News,Punjab,Lahore,Education,Top court rejects NAB report,,10 lakh,,1.199087987,5.0,,149624.0,757456.9344,No,1.0,2025-08-23,,Opposition,
14533,Mohsin Raza Khan,ARYNEWS,Express Tribune,KPK,Lahore,Media,Bomb blast near Karachi market,40.75398121,5 million,,1.597024817,,,148549.0,50 lakh,1,1.0,2020-01-06,English,Pro-Govt,21826.0
14534,Matiullah Jan,AbbTakk News,Express Tribune,Balochistan,Karachi,Health,NDMA warns of heavy rains in Punjab,49.21491844,5 million,,1.80308646,,,,3733833.748,Yes,0.0,2021-03-02,English,Neutral,34105.0
14535,shahzeb khanzada,Geo,Jang,Islamabad,Lahore,Education,Newspaper circulation declines,108.5246033,,,,2.0,10.58079684,162581.0,50 lakh,,,2023-02-25,urdu,Pro-Govt,
14536,Kamran Khan,ary,Nawa-i-Waqt,AJK,Rawalpindi,Education,Climate change worsening floods,85.84625759,5 million,3.0,,4.0,1904417.0,,2008221.154,0,,2018-09-18,English,,
14537,Umar Cheema,Express,Daily Pakistan,AJK,Multan,Sports,Supreme Court issues notice on corruption case,,10 lakh,213.0,-1.130613507,4.0,38.540989,29139.0,50 lakh,Yes,0.0,2020-02-08,ENG,Pro-Govt,28063.0
14538,Umar Cheema,DawnNews,The News,Islamabad,Peshawar,Media,Hockey team faces funding crisis,38.52454714,2 crore,,-1.335417156,,,28298.0,50 lakh,Yes,,2019-09-01,English,Neutral,23602.0
14539,Mohsin Raza,DawnNews,Jang,KPK,Hyderabad,Terrorism,Student unions demand restoration,,13054223,,-0.6737894947,5.0,,,3649879.355,No,0.0,2022-11-28,urdu,Opposition,27364.0
14540,Ansar Abbasi,ARY News,Dawn,Sindh,Karachi,Crime,Women cricket team sets new record,,5 million,,0.6304901403,,1.569904292,101444.0,50 lakh,1,,2024-09-22,,Neutral,
14541,Talat Hussain,DAWN,Dawn,Balochistan,Hyderabad,Judiciary,Polio cases reported in KPK,22.42625087,10 lakh,,,,,173547.0,1 crore,,0.0,2023-07-17,,Neutral,
14542,Dr. Shahid Masood,Express-News,Express Tribune,Sindh,Lahore,Education,Cabinet approves controversial media law,-3.850591321,9750292,,,3.0,22.16946696,,,1,1.0,2024-05-28,,,
14543,Dr. Shahid Masood,AbbTakk News,Jang,Punjab,Hyderabad,Media,Cabinet approves controversial media law,50.8110592,10 lakh,462.0,,2.0,26.62329788,77678.0,,1,,2025-09-11,,,29209.0
14544,K. Khan,SAMAA TV,The News,KPK,Lahore,Sports,Government announces new health policy,,,,,-1.0,,,50 lakh,Yes,,2019-06-15,,,
14545,Talat Hussain,ARY News,Jang,Balochistan,Peshawar,Sports,Dengue cases rising in Lahore hospitals,48.38809624,6474690,410.0,,,1530710.0,,50 lakh,1,,2020-07-21,ENG,Neutral,
14546,Kamran Shahid,ARYNEWS,Nawa-i-Waqt,Sindh,Peshawar,Media,CJ addresses bar association,,5 million,,-1.045598216,,788976.0,66900.0,228611.5667,No,0.0,2021-08-16,urdu,Opposition,22496.0
14547,Nusrat Javed,hum news,The News,Punjab,Islamabad,Economy,Karachi Kings beat Multan Sultans,,,,1.010111065,,865943.0,,4911744.646,Yes,1.0,2025-07-06,Urdu,,8715.0
14548,Nusrat Javed,ary,The News,KPK,Islamabad,Health,New tax reforms spark debate in parliament,20.87315488,5 million,,-0.6095687016,,,105260.0,1 crore,,0.0,2025-05-09,,Opposition,42676.0
14549,Talat Hussain,Samaa,Dawn,Sindh,Multan,Sports,Militant hideout destroyed in KPK,,10 lakh,,,5.0,1657167.0,187396.0,1 crore,No,,2023-09-08,English,Pro-Govt,15905.0
14550,Saleem Safi,ary,Jang,Punjab,Quetta,Economy,Floods devastate Sindh villages,,,,0.1519138414,-1.0,12980.0,,1 crore,,,2025-10-09,Urdu,,
14551,Mohsin Raza Khan,ARY,Dawn,KPK,Islamabad,Economy,Babar Azam century wins the game,90.22094562,,,,,,2307.0,1 crore,1,1.0,2025-04-13,,Pro-Govt,14457.0
14552,Mohsin Raza,Express-News,Express Tribune,Punjab,Karachi,Crime,Cabinet approves controversial media law,99.19884459,2662567,351.0,-1.663321185,5.0,,,50 lakh,0,1.0,2018-08-08,English,Pro-Govt,
14553,Shahzeb Khanzada,Express,Express Tribune,Sindh,Multan,Health,Dawn faces backlash over editorial,,5 million,403.0,-1.98518752,1.0,30.39811542,,1 crore,No,0.0,2025-08-11,English,Neutral,
14554,Kamran Shahid,DawnNews,Dawn,Sindh,Lahore,Terrorism,Suicide bombing in Peshawar mosque,,10 lakh,,0.3077228461,5.0,,185268.0,50 lakh,No,0.0,2024-08-26,English,,
14555,Ansar Abbasi,GEO NEWS,Nawa-i-Waqt,Sindh,Multan,Economy,Health crisis follows floods,22.36831215,,483.0,-1.017765121,,,,,Yes,0.0,2025-12-18,ENG,Opposition,19243.0
14556,Ansar Abbasi,GEO NEWS,Jang,Sindh,Multan,Sports,NDMA warns of heavy rains in Punjab,51.65637447,10 lakh,68.0,,3.0,717794.0,,50 lakh,No,,2022-03-11,ENG,Pro-Govt,
14557,Shahzeb Khanzada,DAWN,Daily Pakistan,Sindh,Peshawar,Sports,PPP vs PMLN war of words heats up,,5 million,,,4.0,23.41609558,21513.0,4587798.552,0,,2021-07-19,Urdu,Neutral,
14558,Umar Cheema,Express,Dawn,AJK,Karachi,Terrorism,International squash event begins in Islamabad,41.69483525,,,,-1.0,,,,0,1.0,2024-10-23,ENG,Pro-Govt,
14559,shahzeb khanzada,Samaa,Nawa-i-Waqt,Sindh,Karachi,Economy,Revenue from tax declines drastically,19.69365225,5 million,86.0,,,1933402.0,,,Yes,0.0,2025-09-08,English,Neutral,7370.0
14560,shahzeb khanzada,hum news,The News,Balochistan,Lahore,Terrorism,Hockey team faces funding crisis,,,295.0,,4.0,,25339.0,1 crore,,0.0,2023-08-03,ENG,,39953.0
14561,shahzeb khanzada,hum news,Daily Pakistan,AJK,Multan,Education,Cricket team departs for World Cup,12.35243742,6720566,450.0,-0.6490879936,,48.79800378,25044.0,,,0.0,2020-05-07,Urdu,Pro-Govt,34902.0
14562,Umar Cheema,Express-News,Nawa-i-Waqt,Sindh,Rawalpindi,Education,Digital media gaining popularity,,5 million,336.0,,,15.72395019,,,Yes,,2018-09-01,urdu,Pro-Govt,11151.0
14563,Mohsin Raza,Geo,Jang,Sindh,Quetta,Terrorism,Dengue cases rising in Lahore hospitals,16.58158971,,,,,45273.0,167166.0,1 crore,1,1.0,2019-04-05,urdu,Pro-Govt,
14564,Kamran Shahid,SAMAA TV,Jang,Punjab,Lahore,Crime,Dengue cases rising in Lahore hospitals,86.85253906,,,-1.600241634,0.0,41.25781399,184236.0,1 crore,1,,2025-05-06,ENG,Opposition,
14565,Nusrat Javed,ARY,Express Tribune,Punjab,Karachi,Education,Terrorist attack in Quetta leaves 20 dead,,1453017,416.0,-0.3355324006,0.0,49.46367446,14387.0,2843502.654,Yes,0.0,2022-03-11,ENG,,
14566,Saleem Safi,ARY News,The News,KPK,Lahore,Terrorism,Opposition stages walkout in National Assembly,90.70695472,5 million,,0.5454908702,2.0,10.95895432,18609.0,,,,2019-11-22,urdu,,
14567,RAUF KLASSRA,DAWN,Dawn,KPK,Quetta,Media,Flood relief funds under scrutiny,54.25432849,2 crore,412.0,,1.0,,,4165578.121,0,0.0,2021-08-06,urdu,,
14568,Umar Cheema,ARYNEWS,Express Tribune,KPK,Rawalpindi,Health,Government launches CPEC project in Gwadar,0.1087362709,19881885,74.0,1.431100276,,,144605.0,50 lakh,,0.0,2022-07-13,,,
14569,Najam Sethi,DawnNews,Dawn,Punjab,Multan,Health,News anchor resigns citing threats,57.24418109,5 million,,0.8451909115,3.0,,184959.0,2466335.793,0,0.0,2018-12-20,urdu,Opposition,25377.0
14570,Rauf Klasra,ARYNEWS,Express Tribune,Balochistan,Lahore,Crime,Exports see slight recovery,,1578465,,,,1761848.0,168730.0,847745.962,1,0.0,2023-03-03,Urdu,Opposition,
14571,K. Khan,DAWN,Dawn,AJK,Islamabad,Sports,Pakistan seeks investment from Gulf countries,,2 crore,,-1.250329848,,0.7686985915,,50 lakh,0,1.0,2022-03-06,Urdu,Opposition,29997.0
14572,RAUF KLASSRA,HUM News,Jang,KPK,Karachi,Sports,PEMRA issues warning to multiple channels,55.41401787,10 lakh,,-1.612408884,3.0,1327981.0,,50 lakh,1,0.0,2022-08-24,,Pro-Govt,21243.0
14573,RAUF KLASSRA,DAWN,The News,AJK,Rawalpindi,Sports,HEC budget slashed again,113.9222909,,135.0,-0.2637757689,0.0,6.004549856,74244.0,50 lakh,1,0.0,2023-02-22,,Pro-Govt,
14574,Ansar Abbasi,DawnNews,Daily Pakistan,AJK,Karachi,Sports,Flood relief funds under scrutiny,,10 lakh,486.0,-1.828819294,,1751590.0,,50 lakh,No,,2022-06-07,Urdu,Pro-Govt,12243.0
14575,Owais Tohid,Samaa,Jang,Sindh,Lahore,Media,Khan addresses rally in Multan,,2 crore,199.0,1.047041494,,1614535.0,,3618038.482,0,0.0,2025-03-06,ENG,Neutral,28859.0
14576,Najam Sethi,DAWN,Jang,Balochistan,Multan,Terrorism,Revenue from tax declines drastically,,,107.0,,4.0,39.08522649,33622.0,,0,0.0,2018-04-21,urdu,Opposition,
14577,Asma Shirazi,DAWN,Nawa-i-Waqt,Punjab,Multan,Terrorism,IMF deal finalised today,,10 lakh,,-0.06732787175,0.0,4.646009286,95806.0,50 lakh,No,0.0,2025-04-15,urdu,Neutral,
14578,Ansar Abbasi,ARY,Daily Pakistan,Sindh,Multan,Crime,Senate passes constitutional amendment,7.851693613,,,,3.0,,,3759982.41,1,0.0,2022-02-24,English,Opposition,
14579,shahzeb khanzada,GEO NEWS,The News,KPK,Lahore,Economy,COVID resurfaces in Islamabad schools,,2 crore,224.0,0.6006309006,2.0,27.20694314,,50 lakh,Yes,0.0,2025-02-28,Urdu,,45918.0
14580,Umar Cheema,HUM News,Daily Pakistan,Sindh,Peshawar,Education,Vaccination drive faces shortage,84.26333936,8967629,,1.169947839,,1782372.0,,50 lakh,,1.0,2021-07-01,urdu,,26259.0
14581,Mohsin Raza,DAWN,Jang,AJK,Quetta,Judiciary,CJ addresses bar association,75.35747366,5 million,,-1.706491394,,8.096616717,186275.0,,1,0.0,2025-03-08,English,Opposition,45819.0
14582,Ansar Abbasi,SAMAA TV,Daily Pakistan,Punjab,Rawalpindi,Terrorism,Election rigging scandal unfolds in Lahore,72.6796026,5 million,128.0,,,,,50 lakh,0,,2025-11-04,urdu,Neutral,
14583,Najam Sethi,ARY News,The News,Islamabad,Rawalpindi,Terrorism,Polio cases reported in KPK,,5 million,,,,,,50 lakh,Yes,,2022-03-05,English,,39248.0
14584,Matiullah Jan,ARYNEWS,The News,AJK,Rawalpindi,Politics,Suicide bombing in Peshawar mosque,-1.595134092,5 million,,,,,60236.0,50 lakh,,,2023-08-18,English,,
14585,Matiullah Jan,Samaa,The News,AJK,Peshawar,Judiciary,Relief camp set up in Multan,,18171573,,-0.6479478323,,389733.0,,4525033.618,,0.0,2023-05-25,English,Pro-Govt,
14586,Nusrat Javed,ARYNEWS,Express Tribune,AJK,Karachi,Crime,University students protest fee hikes,,2 crore,,,,,,3194876.321,1,1.0,2024-06-07,urdu,,6912.0
14587,Saleem Safi,ARY News,Dawn,AJK,Multan,Politics,Women cricket team sets new record,,10 lakh,,0.9190374673,2.0,757719.0,,1 crore,,0.0,2021-07-07,ENG,Neutral,32530.0
14588,Ansar Abbasi,GEO NEWS,Jang,Balochistan,Peshawar,Health,Opposition stages walkout in National Assembly,36.97117417,15890963,,,0.0,474355.0,8139.0,774547.4117,No,1.0,2023-05-19,,,19589.0
14589,Umar Cheema,DAWN,Nawa-i-Waqt,Balochistan,Lahore,Politics,Curriculum reforms announced,44.07787675,10 lakh,30.0,,5.0,5.202532674,,1214239.663,1,1.0,2021-12-17,,Opposition,30268.0
14590,shahzeb khanzada,hum news,Daily Pakistan,AJK,Multan,Judiciary,Chief Justice orders suo moto on Karachi violence,5.638115245,5 million,457.0,,1.0,482478.0,,1 crore,1,1.0,2020-01-13,Urdu,Pro-Govt,28314.0
14591,Kamran Shahid,hum news,Daily Pakistan,Balochistan,Hyderabad,Judiciary,Geo TV faces heavy fines by PEMRA,,,331.0,-0.1560568391,4.0,429285.0,113095.0,3302753.597,0,0.0,2020-12-05,urdu,Opposition,35939.0
14592,Umar Cheema,ARY,Dawn,Balochistan,Quetta,Crime,International squash event begins in Islamabad,16.28141589,8392680,,,-1.0,646906.0,,50 lakh,,,2020-11-03,urdu,,
14593,Talat Hussain,DAWN,Daily Pakistan,Sindh,Karachi,Media,Supreme Court issues notice on corruption case,,2 crore,225.0,,1.0,,197682.0,1 crore,,,2022-05-12,,Neutral,28009.0
14594,Dr. Shahid Masood,Samaa,The News,Sindh,Lahore,Crime,Health workers go on strike in Punjab,36.01329846,,,-1.611353241,,642961.0,,3318359.233,1,1.0,2020-06-12,urdu,Opposition,4146.0
14595,Kamran Shahid,ARYNEWS,Nawa-i-Waqt,KPK,Multan,Crime,Budget deficit reaches record high,,2 crore,113.0,,1.0,25.96478124,,50 lakh,1,,2019-03-14,Urdu,Neutral,
14596,shahzeb khanzada,HUM News,Dawn,Punjab,Hyderabad,Education,Private schools increase fees,17.01102306,2 crore,299.0,1.650470101,-1.0,24.60747181,,50 lakh,,0.0,2023-04-23,,Opposition,49128.0
14597,Mohsin Raza Khan,ary,Dawn,Islamabad,Quetta,Health,Court orders release of missing persons,92.96448181,6408223,,,5.0,,144882.0,3242779.585,,1.0,2019-08-11,ENG,,
14598,Matiullah Jan,ARYNEWS,Nawa-i-Waqt,Islamabad,Hyderabad,Crime,Climate change worsening floods,18.97668458,,,-0.03814064998,,944941.0,,50 lakh,1,,2021-06-18,English,Neutral,5172.0
14599,Ansar Abbasi,Express-News,Dawn,Punjab,Rawalpindi,Terrorism,Top court rejects NAB report,,10 lakh,89.0,,,200890.0,,,Yes,1.0,2021-12-09,,Pro-Govt,18245.0
14600,RAUF KLASSRA,ARY News,Nawa-i-Waqt,Balochistan,Karachi,Crime,Aid for Balochistan still missing,11.37346713,,,,,373764.0,,,0,1.0,2025-09-21,urdu,Pro-Govt,33289.0
14601,Ansar Abbasi,HUM News,Daily Pakistan,Balochistan,Islamabad,Economy,Climate change worsening floods,81.30983547,387714,,-1.009743802,0.0,,120907.0,50 lakh,1,,2018-11-14,,Pro-Govt,
14602,Talat Hussain,DAWN,Dawn,Sindh,Karachi,Media,Climate change worsening floods,51.852864,5 million,166.0,-1.022118496,5.0,1876386.0,,1801668.367,1,,2022-01-02,ENG,Neutral,
14603,Ansar Abbasi,GEO NEWS,Nawa-i-Waqt,Balochistan,Islamabad,Health,TTP commander killed in operation,,10 lakh,,,2.0,42.61662646,,,Yes,,2024-02-11,Urdu,Neutral,
14604,Dr. Shahid Masood,Geo,Express Tribune,Punjab,Islamabad,Politics,SC disqualifies minister in assets case,,,,-0.6247791783,5.0,,91680.0,50 lakh,,0.0,2023-08-07,,Pro-Govt,32597.0
14605,Ansar Abbasi,AbbTakk News,Express Tribune,KPK,Karachi,Media,Security forces foil major terror bid,29.94562186,2 crore,23.0,0.06382032053,,370461.0,199927.0,4500251.409,Yes,1.0,2020-05-18,ENG,Opposition,27053.0
14606,Mohsin Raza Khan,DawnNews,The News,Sindh,Karachi,Terrorism,Pakistan faces defeat in hockey series,65.41314902,10254308,,-0.9415561226,,375180.0,25954.0,50 lakh,0,,2022-03-13,,Neutral,18244.0
14607,Dr. Shahid Masood,Samaa,Jang,Islamabad,Rawalpindi,Terrorism,Cricket team departs for World Cup,73.75839533,5 million,300.0,,2.0,22.0409347,146190.0,1 crore,Yes,0.0,2019-06-28,English,,
14608,Nusrat Javed,Express-News,Daily Pakistan,Sindh,Quetta,Education,Dengue cases rising in Lahore hospitals,14.67087522,2 crore,84.0,-1.239949698,,391518.0,,1 crore,,1.0,2023-07-04,Urdu,Opposition,20105.0
14609,Talat Hussain,DawnNews,Nawa-i-Waqt,KPK,Islamabad,Health,News anchor resigns citing threats,6.364267714,2 crore,,,,43.0425889,2039.0,50 lakh,No,,2022-12-27,,,10708.0
14610,Dr. Shahid Masood,hum news,Jang,AJK,Rawalpindi,Education,Thousands displaced due to rains,46.83814529,5 million,465.0,,4.0,,,50 lakh,No,0.0,2018-03-01,urdu,Neutral,17909.0
14611,Dr. Shahid Masood,GEO NEWS,Daily Pakistan,Punjab,Peshawar,Health,Karachi drainage system collapses,,10 lakh,,,-1.0,,,1 crore,1,,2018-08-10,English,,
14612,Ansar Abbasi,geo,Jang,KPK,Peshawar,Education,Relief camp set up in Multan,75.36870403,5 million,,-0.6660040311,,757399.0,1961.0,1 crore,,1.0,2021-12-24,,Pro-Govt,
14613,Ansar Abbasi,GEO NEWS,Daily Pakistan,Balochistan,Peshawar,Economy,Supreme Court issues notice on corruption case,51.36365845,17901240,,,,16.56745083,,50 lakh,1,1.0,2022-06-09,English,,
14614,Owais Tohid,GEO NEWS,The News,AJK,Rawalpindi,Health,Security forces foil major terror bid,,,,1.562474423,2.0,35.46135074,,,1,1.0,2021-10-23,Urdu,Neutral,
14615,Mohsin Raza,Samaa,The News,Balochistan,Lahore,Politics,Top court rejects NAB report,16.322379,10 lakh,,,,,,50 lakh,,,2021-02-19,urdu,Opposition,
14616,Umar Cheema,DawnNews,Nawa-i-Waqt,AJK,Multan,Judiciary,New universities to be established,112.2106061,,-15.0,,,1238389.0,,2674035.44,,1.0,2025-08-14,Urdu,Neutral,
14617,Talat Hussain,Samaa,Dawn,Balochistan,Peshawar,Judiciary,Aid for Balochistan still missing,,10 lakh,316.0,1.689490957,2.0,47.31359142,,1287948.702,0,1.0,2019-07-16,urdu,Opposition,40315.0
14618,Umar Cheema,geo,Nawa-i-Waqt,Sindh,Peshawar,Politics,TTP commander killed in operation,39.28433207,2 crore,62.0,-1.856556409,2.0,303015.0,413.0,50 lakh,Yes,,2024-11-03,Urdu,Opposition,28400.0
14619,Talat Hussain,DawnNews,Nawa-i-Waqt,KPK,Hyderabad,Judiciary,Climate change worsening floods,62.6587683,2 crore,,,,,146972.0,50 lakh,,0.0,2025-07-18,Urdu,,
14620,RAUF KLASSRA,GEO NEWS,The News,KPK,Lahore,Health,Newspaper circulation declines,,2 crore,,,,31.07935942,124497.0,50 lakh,No,0.0,2024-08-05,English,Neutral,39907.0
14621,RAUF KLASSRA,SAMAA TV,Express Tribune,Sindh,Multan,Media,Education ministry faces criticism,,13096690,367.0,1.030471134,5.0,,170433.0,1 crore,,0.0,2019-08-10,ENG,Opposition,
14622,shahzeb khanzada,DawnNews,Jang,AJK,Hyderabad,Judiciary,Pakistan seeks investment from Gulf countries,53.7949836,5 million,,,5.0,1890809.0,90009.0,,No,1.0,2022-01-01,,Neutral,15053.0
14623,RAUF KLASSRA,DawnNews,Jang,Balochistan,Multan,Sports,PM announces new economic reforms,,2 crore,,,3.0,16.06832189,150566.0,50 lakh,1,0.0,2019-08-04,,,
14624,Dr. Shahid Masood,ARY,Daily Pakistan,AJK,Rawalpindi,Education,PPP vs PMLN war of words heats up,28.31819259,4946956,20.0,0.8041331725,,,,3488157.067,1,0.0,2022-04-02,urdu,Pro-Govt,
14625,shahzeb khanzada,ARY News,The News,Punjab,Multan,Terrorism,Student unions demand restoration,11.64023409,10 lakh,-2.0,,0.0,1583317.0,,1410713.178,1,0.0,2021-06-12,Urdu,Neutral,43673.0
14626,Saleem Safi,Geo,Daily Pakistan,AJK,Rawalpindi,Sports,HEC budget slashed again,,164188,,1.580782848,,504745.0,,,No,0.0,2023-09-04,urdu,Pro-Govt,7123.0
14627,RAUF KLASSRA,ARYNEWS,Nawa-i-Waqt,Balochistan,Hyderabad,Politics,International squash event begins in Islamabad,20.52323001,10 lakh,,1.90146403,,,,4913692.575,0,0.0,2018-02-06,urdu,Neutral,43009.0
14628,Umar Cheema,ary,Jang,Islamabad,Islamabad,Judiciary,IMF deal finalised today,,5 million,,,-1.0,33.94946878,,50 lakh,0,,2018-03-20,ENG,,45400.0
14629,Dr. Shahid Masood,geo,Dawn,Sindh,Quetta,Education,Suicide bombing in Peshawar mosque,119.5402925,5 million,,,3.0,11.12279694,,1754309.764,No,0.0,2019-04-15,Urdu,Opposition,
14630,Owais Tohid,SAMAA TV,Dawn,Sindh,Multan,Politics,ARY anchor arrested in midnight raid,,5 million,,1.54597976,,49.80787627,,1 crore,No,0.0,2023-05-23,urdu,Opposition,
14631,Owais Tohid,DAWN,Nawa-i-Waqt,Sindh,Lahore,Terrorism,NDMA warns of heavy rains in Punjab,,2 crore,,1.806203452,0.0,,185203.0,1 crore,,0.0,2021-01-12,English,Opposition,13392.0
